Text,Media,Label
"Kompas.tv - 28 Oktober 2023, 18:31 WIB

Penyanyi Taylor Swift masuk ke dalam jajaran miliarder berdasarkan Bloomberg Billionaires Index, dengan total kekayaan bersihnya mencapai 1,1 miliar dolar AS atau sekitar Rp17,5 triliun. (Sumber: AP Photo/George Walker IV)

JAKARTA, KOMPAS.TV - Nama penyanyi Taylor Swift masuk ke dalam jajaran miliarder berdasarkan Bloomberg Billionaires Index, dengan total kekayaan bersihnya mencapai 1,1 miliar dolar AS atau sekitar Rp17,5 triliun.

“Swift pada dasarnya adalah konglomerat multinasional dengan basis pelanggan paling setia di dunia, CEO paling karismatik, dan kekuatan ekonomi yang signifikan,” demikian pernyataan dari Bloomberg.

Bloomberg menyatakan bahwa Taylor Swift menjadi salah satu dari segelintir musisi yang mendapatkan status sebagai miliarder hanya dari musik dan penampilannya.

Baca Juga: Link Pembelian dan Harga Tiket Film Konser Taylor Swift The Eras Tour, Dijual Mulai 27 Oktober 2023

Kekayaan Taylor Swift ini tidak lepas dari The Eras Tour yang menandai dua dekade kariernya di bidang musik dan perayaan 10 album musik.

Disebutkan bahwa 53 tur di AS tahun ini menjadi tur dengan pendapatan kotor tertinggi sepanjang masa karena telah menghasilkan sekitar lebih dari 700 juta dolar AS atau Rp11,3 triliun dari penjualan tiket.

Bloomberg memprediksi kekayaan Taylor Swift berdasarkan analisis nilai katalog musik, lima rumah, keuntungan dari penjualan musik, streaming, tiket konser, hingga merchandise.

Estimasi itu memperhitungkan pajak penghasilan, biaya tur dan perjalanan, serta pembayaran kepada karyawannya.

Melansir Forbes, kekayaan Taylor Swift sebagian besar diperoleh dari royalti musik dan tur yang jumlahnya lebih dari 500 juta dolar AS. Sebanyak 500 juta dolar lainnya didasarkan pada meningkatnya nilai katalog musik.

Taylor Swift juga memiliki kekayaan sebanyak 125 juta dolar AS atau Rp1,9 triliun berupa real estat, termasuk enam rumah dan sebuah pesawat pribadi senilai 10 juta dolar AS atau Rp159 miliar.

Baca Juga: Film Taylor Swift: The Eras Tour Tayang Mulai 3 November di Indonesia, Ini Bocorannya

Dalam peringkat Forbes, pelantun tembang Anti-Hero itu menjadi selebritas ke-15 yang mendapat julukan sebagai miliarder.

Uniknya, Swift berbeda dari rekannya. Ia tidak memiliki bisnis lain, selain hanya bermusik. Ia tidak seperti Jay-Z yang selain musisi, juga memiliki dua merek minuman keras dan berinvestasi di perusahaan Uber.

Demikian pula Rihanna yang menjadi miliarder berkat bisnis kecantikannya, Fenty Beauty dan pakaian Savage X Fenty.",kompas,hiburan
"Kompas.tv - 31 Oktober 2023, 18:50 WIB

Poster film The Marvels, salah satu film yang tayang pada bulan November 2023 di bioskop. (Sumber: Instagram/marvelindonesia)

JAKARTA, KOMPAS.TV - Sejumlah film bergenre horor, percintaan, superhero hingga komedi akan tayang pada bulan November 2023 di bioskop.

Bagi yang menyukai film bergenre komedi romantis, jangan ketinggalan beberapa film baru yang dirilis pada November ini.

Para pencinta horor juga akan disuguhkan beberapa film horor, baik produksi tanah air maupun luar negeri, yang menarik pada bulan ini.

Daftar Film yang Tayang November 2023

1. Budi Pekerti

Minggu pertama bulan November 2023, akan disambut film Budi Pekerti karya Wregas Bhanuteja

Film yang dibintangi oleh Sha Ine Febriyanti, Dwi Sasono, Prilly Latuconsina, Angga Yunanda, Omara Esteghlal, dan Ari Lesmana ini akan tayang perdana pada 2 November 2023.

Baca Juga: Harga Tiket Golden Disc Awards Jakarta 2024 Berapa? Ini Kisaran dan Jadwalnya

Budi Pekerti bercerita tentang Bu Prasni (Sha Ine Febriyanti), seorang guru BK yang terlibat perselisihan dengan salah satu pengunjung pasar.

Sayangnya, kejadian tersebut berhasil direkam oleh seseorang dan diunggah ke media sosial. Video tersebut pun mendapat komentar negatif karena Bu Prani dinilai tidak mencerminkan sikap seorang guru.

Setelah video tersebut tersebar luas, keluarga Bu Prasni pun ikut dikecam masyarakat. Segala tindakan dan perilaku masing-masing anggota keluarga pun mulai dinilai dan dicari-cari kesalahannya.

Hal tersebut pun membuat hidup keluarga Bu Prasni menjadi tidak tenang karena apa pun yang mereka lakukan selalu salah di mata masyarakat.

Hal itu mengakibatkan keharmonisan keluarga Bu Prasni terganggu dan bahkan ada anggota keluarga yang terancam kehilangan pekerjaan.

2. Nona Manis Sayange

Nona Manis Sayange juga akan tayang perdana di bioskop pada 2 November 2023.

Film bergenre drama komedi ini mengangkat kisah cinta antara Sika, seorang gadis Labuan Bajo, dan Akram, pemuda dari luar Labuan Bajo.

Selain menghadirkan cerita cinta yang memikat, film ini juga menyoroti isu mahar atau belis yang masih relevan dan berlangsung di Labuan Bajo hingga saat ini.

Film Nona Manis Sayange dipenuhi nuansa cinta dalam balutan komedi yang ceria.

Nona Manis Sayange dibintangi Haico Van Der Veken, Denzel Jordan Pangeran, Bhisma Mulia, Mathias Muchus dan Totos Rasiti.

Baca Juga: Golden Disc Awards akan Digelar di JIS 6 Januari 2024, Line Up Diumumkan Kapan?

3. Kultus Iblis

Bagi penggemar horor, film Kultus Iblis mungkin akan menarik perhatian Anda.

Para pemeran dalam film ini antara lain Yasamin Jasem, Fadi Alaydrus, Debo Andryos, Rukman Rosadi, Agung Aryani, Yayu Unru, Mian Tiara, Delia Husein, Emil Kusumo, M Kadavi, dan Viki Maintrova.

Kultus Iblis menceritakan sepasang anak kembar yang datang ke sebuah desa terpencil untuk mencari tahu penyebab kematian ayah mereka yang terbilang janggal. Namun, mereka terjebak di desa yang penuh teror.

Naya (Yasamin Jasem) dan Raka (Fadi Alaydrus) semakin terguncang ketika jenazah mengerikan ayah mereka yang telah meninggal, tiba-tiba menghilang secara misterius.

Bagaimana kisah mereka selanjutnya? Temukan jawabannya saat Kultus Iblis tayang pada 2 November 2023 di bioskop.

4. The Marvels

Film terbaru Marvel Cinematic Universe (MCU) berjudul The Marvels akan tayang pada 8 November 2023 di bioskop Indonesia.

Film ini dibintangi antara lain oleh Samuel L. Jackson, Brie Larson, Iman Vellani, Teyonah Parris dan Park Seo Jun.

The Marvels menceritakan tiga superhero wanita dengan karakter, latar belakang, dan dari tiga generasi yang berbeda.

Pertama ada Carol Danvers atau Captain Marvel (Brie Larson) yang selama ini berada di luar angkasa.

Selanjutnya, Monica Rambeau (Teyonah Parris) yang pertama muncul di MCU dari serial WandaVision.

Superhero ketiga di The Marvels adalah remaja muslim bernama Kamala Khan atau Ms Marvel (Iman Vellani).

Tiga Superhero wanita dari tiga generasi yang berbeda itu siap bekerja sama melawan penjahat dalam The Marvels.",kompas,hiburan
"Kompas.tv - 17 September 2023, 11:41 WIB

Beragam koleksi bersejarah di Museum Nasional Indonesia. Banyak barang-barang bersejarah di dalam tempat yang biasa disebut Museum Gajah itu. (Sumber: Dok. Museum Nasional)

JAKARTA, KOMPAS.TV - Museum Nasional Indonesia menyimpang berbagai koleksi artefak dan benda-benda bersejarah dari masa kuno. Belum dapat dipastikan apakah benda bersejarah ini aman dari kebakaran yang terjadi pada Sabtu (16/9/2023) malam.

Kapolres Metro Jakarta Pusat Kombes Komarudin mengatakan, kebakaran Museum Nasional ini telah menghanguskan empat ruangan penyimpanan benda bersejarah.

“Kurang lebih ada empat ruangan yang menyimpan barang bersejarah (terbakar),” ujar Komarudin di lokasi, dikutip dari program Breaking News KompasTV, Sabtu.

Baca Juga: Buntut Kebakaran, Museum Nasional Indonesia Ditutup Sementara, Fokus Amankan Koleksi Bersejarah

Sayangnya, belum diketahui artefak apa saja yang terbakar akibat peristiwa itu. Pihak kepolisian masih menunggu hasil investigasi yang dilakukan bersama pengelola museum.

Sembari menunggu hasil investigasi, intip lima benda bersejarah yang tersimpan di Museum Nasional Indonesia.

Benda Bersejarah di Museum Nasional Indonesia

1. Prasasti Mulawarman

Prasasti Mulawarman yang ada di Museum Nasional Indonesia. (Sumber: Dok. Museum Nasional)

Prasasti ini dibuat pada masa Kerajaan Kutai yakni abad 4-5 Masehi. Berbahasa Sansekerta, terdapat 12 baris tulisan yang dipahat di sisi depan prasasti berukuran 124 cm, lebar 31,5 cm, dan tebal 29,5 cm.

Huruf yang terpatri pada batu prasasti ini berukuran panjang 9,5- 2 cm dan lebar 4-0,4 cm.

Prasasti ini berisi silsilah Raja Mulawarman yang menyebutkan bahwa Sri Maharaja Kundungga berputra Aswawarman memiliki tiga orang anak, salah satunya Mulawarman.

2. Kitab Sutasoma

Replika Kitab Sutasoma yang ada di Museum Nasional Indonesia. (Sumber: Dok. Museum Nasional)

Kitab Sutasoma atau Kakawin Sutasoma merupakan salah satu peninggalan kuno dari abad ke-14 atau pada masa kejayaan Kerajaan Majapahit.

Kitab yang ditulis oleh Mpu Tantular ini berisi toleransi beragama yang terjalin di Majapahit. Semangat toleransi ini yang kemudian menjadi semboyan Indonesia, Bhinneka Tunggal Ika.",kompas,hiburan
Rekaman ulang album '1989' Taylor Swift menjadi rekaman dengan penjualan tercepat di Inggris 2023. 1989 (Taylor's Version) terjual 184.000 eksemplar minggu lalu.,detik,hiburan
"DPD PDIP Jatim menggelar acara 'Doa Keselamatan Untuk Bangsa' di Stadion Gelora Joko Samudro (Gejos), Jalan Veteran, Gresik. Lantunan selawat dari Gus Azmi dan Doa dari KH Anwar Zahid bergema di dalam Stadion.

""Alhamdulillah, kita telah mendengar lantunan selawat dari Gus Azmi, ceramah dan doa dari Kyai Anwar Zahid, tadi begitu menyejukkan bagi Indonesia untuk menyambut Pemilu,"" kata Calon Wakil Presiden 2024 Mahfud MD, usai menggelar Doa Bersama, di Gelora Joko Samudro, Jumat (3/11/2023).

Mahfud menambahkan dengan adanya kegiatan ini dia berharap masyarakat tidak salah dalam memilih pemimpin. Selain itu bisa menjadikan pemilu menjadi damai, adem, dan ayem.

ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT

""Semoga bisa membuat pemilu tahun depan adem ayem dan damai,"" tambah Mahfud.

Selain itu, lanjut Mahfud, ia berharap dengan adanya doa dan selawat tersebut, bisa membuat masyarakat bisa membuka pintu hatinya dalam memilih pemimpin.

""Semoga rakyat dibukakan pintu hatinya dalam memilih pemimpin terbaik. Yang paling penting yang bisa membawa Indonesia lebih baik. Untuk itu masyarakat harus berpartisipasi,"" tuturnya.

Mahfud menyebut bahwa basis dukungannya di Jawa Timur sangat kuat. Terutama dalam memenangkan PDI Perjuangan.

""Kalau Jawa Timur sudah yang terkuat. Ini soal basis kan? Sangat kuat, insyaallah"" ujar Mahfud.

Mahfud datang bersama Ketua DPP PDI Perjuangan Puan Maharani dalam acara doa bersama di Stadion Gelora Joko Samudro, Gresik. Sementara Ganjar Pranowo tidak turut serta karena harus menyapa pendukungnya di Jakarta.

Baliho Wajahnya Dicopot di Bali, Mahfud Md Tak Ambil Pusing",detik,politik
"JAKARTA, KOMPAS.com - Sekretaris Umum Pimpinan Pusat (PP) Muhammadiyah Abdul Mu'ti menyinggung isu politik dinasti yang santer terdengar setelah putra sulung Presiden Joko Widodo (Jokowi), Gibran Rakabuming Raka mendaftar calon wakil presiden dengan sebuah kelakar.

Sambil tertawa, Abdul Mu'ti menyebut ada tiga cara orang mendapatkan sebuah kekuasaan.

""Hehehe, saya sempat bercanda, ada orang yang dapat jabatan dengan menumpahkan darah, ada yang dapat jabatan dengan berdarah-darah, ada yang dapat jabatan dengan hanya modal hubungan darah,"" katanya saat ditemui di Kantor PP Muhammadiyah, Jakarta Pusat, Kamis (2/11/2023).

Baca juga: 3 Bakal Capres-Cawapres Kirimkan Pesan untuk Bertemu PP Muhammadiyah

Sikap PP Muhammadiyah sendiri mendorong sistem meritokrasi, bukan sistem dinasti dalam penentuan orang yang duduk di sebuah jabatan.

""Meritokrasi sebenarnya meniscayakan siapa pun yang tidak ada hubungan darah, kalau dia berprestasi, dia berintegritas, seharusnya dia memiliki peran dalam kehidupan kebangsaan dan peran dalam memajukan bangsa dan negara,"" ucapnya.

""Jadi Muhammadiyah prinsipnya mendorong meritokrasi memperkuat demokrasi dengan nilai-nilai yang ada di dalamnya sehingga kita bisa menjadi manusia yang lebih baik,"" tandasnya.

Baca juga: Amien Rais: Politik Dinasti Keluarga Jokowi Puncak Pengkhianatan Reformasi

Politik dinasti keluarga Jokowi ramai diperbincangkan setelah Gibran Rakabuming melaju sebagai calon wakil presiden berpasangan dengan Prabowo Subianto dalam kontestasi Pemilihan Presiden (Pilpres) 2024.

Jalan mulus Wali Kota Solo berusia 36 tahun ini mendaftarkan diri sebagai cawapres tak terlepas dari putusan Mahkamah Konstitusi (MK) yang mengizinkan cawapres berusia di bawah 40 tahun dengan syarat pernah jadi kepala daerah dan terpilih lewat Pemilu.

Sejumlah pihak menuding ada nuansa nepotisme dalam putusan ini karena Ketua Mahkamah Konstitusi Anwar Usman yang merupakan adik ipar Jokowi dan paman Gibran turut mengambil keputusan.",kompas,politik
"JAKARTA, KOMPAS.com - Komisi Pemilihan Umum (KPU) Republik Indonesia akan menetapkan daftar calon anggota legislatif tetap (DCT) Pemilihan Umum (Pemilu) 2024 pada Jumat (3/11/2023) hari ini.

Menurut rencana, KPU akan menggelar konferensi pers terkait penetapan DCT tersebut di Kantor KPU pada Jumat siang nanti.

Seperti diketahui, KPU sebelumnya telah mengumumkan bahwa ada 9.919 bakal calon anggota legislatif (bacaleg) DPR RI dan 674 bacaleg DPD RI dalam Daftar Calon Sementara (DCS) yang dirilis pada Agustus 2023 lalu.

Seusai pengumuman itu, KPU membuka kesempatan bagi publik untuk memberi tanggapan dan masukan terhadap nama-nama bacaleg yang masuk dalam DCS.

Baca juga: KPU Janji Revisi Hitungan Keterwakilan Caleg Perempuan Sebelum Penetapan DCT

Tanggapan dan masukan nama-nama bacaleg DPR RI dapat diajukan ke KPU RI.

Sementara itu, laporan terkait nama-nama bacaleg DPRD provinsi dilaporkan ke KPU provinsi. Begitu pula halnya dengan nama-nama bacaleg DPRD kabupaten/kota, dilayangkan ke KPU kabupaten/kota masing-masing.

Nantinya, tanggapan dan masukan itu akan diproses, termasuk diteruskan ke partai politik sebagai pihak yang mendaftarkan bacaleg DPR RI dan DPRD provinsi atau kabupaten/kota.

""Kami dalam melangkah untuk membaca atau merespons tanggapan dan catatan masukan dari masyarakat akan kami konfirmasi akan kami klarifikasi pada partai politik,"" ujar Ketua KPU Hasyim Asy'ari, 18 Agustus 2023 lalu.

Baca juga: Kemendagri: Viktor Laiskodat Masih Bisa Jabat Gubernur NTT sampai Masuk DCT

Di samping itu, KPU juga akan meminta klarifikasi kepada lembaga-lembaga yang memiliki otoritas terkait masing-masing laporan itu.

Adapun, ada 24 partai politik nasional maupun lokal di Aceh yang akan berpartisipasi dalam Pemilu 2024 mendatang.

Partai-partai yang akan berkontestasi secara nasional adalah Partai Kebangkitan Bangsa, Partai Gerakan Indonesia Raya, Partai Demokrasi Indonesia Perjuangan, Partai Golkar, Partai Nasdem, Partai Buruh.

Lalu, Partai Gelombang Rakyat Indonesia, Partai Keadilan Sejahtera, Partai Kebangkitan Nusantara, Partai Hati Nurani Rakyat, Partai Garda Perubahan Indonesia, Partai Amanat Nasional.

Kemudian, Partai Bulan Bintang, Partai Demokrat, Partai Solidaritas Indonesia, Partai Perindo, Partai Persatuan Pembangunan, dan Partai Ummat.

Sedangkan partai lokal Aceh adalah Partai Nangroe Aceh, Partai Generasi Atjeh Beusaboh Tha'at Dan Taqwa, Partai Darul Aceh, Partai Aceh, Partai Adil Sejahtera Aceh, dan Partai Soliditas Independent Rakyat Aceh.",kompas,politik
"JAKARTA - Bakal calon presiden (Bacapres) yang didukung Partai Perindo, Ganjar Pranowo mengaku memiliki banyak memori tentang sosok mantan Kepala Badan Nasional Penanggulangan Bencana (BNPB) Letjen TNI (Purn) Doni Monardo.

Hal ini diungkapkan Ganjar usai menjenguk Doni Monardo yang tengah menjalani perawatan intensif di rumah sakit Siloam, Jakarta, Jumat (3/11/2023) malam.

BACA JUGA: 5 Panglima TNI pada Masa Pemerintahan Jokowi

""Saya banyak memori dengan pak Doni ketika beliau di BNPB, saya ngurusi bencana,"" kata Ganjar.

Salah satu memori yang diingat Ganjar adalah sosok Doni Monardo yang merupakan pecinta tanaman. Bahkan, tidak saja tanaman biasa, purnawirawan jenderal bintang tiga itu disebut pecinta tanaman langka.

BACA JUGA: MKMK Sudah Buat Kesimpulan soal Laporan Pelanggaran Hakim Konstitusi

""(Doni Monardo) sangat peduli lingkungan, orang yang sangat baik ya,"" ujarnya.

Oleh karena itu, mengingat banyak memori yang tersimpan tentang Doni, Ganjar sengaja menyempatkan waktu untuk menjenguknya yang kini tengah menjalani perawatan intensif di rumah sakit.

Follow Berita Okezone di Google News

""Sebagai sahabat, saya datang untuk ikut mendoakan lah. Mudah-mudahan lancar,"" pungkasnya.",okezone,politik
"Jakarta, CNBC Indonesia - Luhut Binsar Pandjaitan, Menteri Koordinator Bidang Maritim dan Investasi buka suara, menyaksikan pertarungan Calon Presiden (Capres) 2024 dimulai. Luhut menyanjung dan mendukung Prabowo Subianto yang telah memilih Gibran Rakabuming Raka sebagai pendampingnya.

Hal ini disampaikan oleh Luhut dari Singapura melalui akun instagram, Rabu (25/10/2023). Luhut diketahui masih melalui proses penyembuhan sejak beberapa waktu lalu.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Berikut pernyataan lengkap Luhut:

Dari ruang pemulihan di Singapura yang tenang, berbagai hiruk-pikuk informasi dari Tanah Air mash tak lepas dari pendengaran saya, khususnya mengenai dinamika Pilpres 2024. Dengan rasa bangga, saya ingin mengucapkan selamat kepada sahabat baik saya, Pak Mahfud MD, yang kini resmi berdiri sebagai pendamping bag Mas Ganjar. Tak lupa, rasa hormat saya sampaikan untuk Mas Anies dan Cak Imin yang kini juga telah berdiri di garis start pemilihan.

Namun, kabar yang sungguh menyita perhatian saya adalah bersatunya Pak Prabowo dan Mas Gibran sebagai pasangan Capres-Cawapres. Banyak yang menyambut ini dengan rasa optimisme, namun juga ada yang melihatnya dengan kacamata keraguan. Tapi ini biasa saja, adalah hal yang lumrah di sebuah negara demokrasi seperti Indonesia, setiap warganya mengungkapkan pendapat yang berbeda-beda. Namun, saya berharap agar setiap perbedaan pendapat sebaiknya bisa disampaikan dengan penuh adab, jauh dari caci maki dan ujaran fitnah yang tak berdasar.

Sepanjang puluhan tahun pengalaman saya mengarungi gelombang politik negara ini, saya memahami betul bahwa setiap keputusan yang diambil dalam arena politik selalu didasari oleh pertimbangan mendalam. Hal ini pun berlaku pada keputusan Pak Prabowo dan Mas Gibran.

Ketika melihat keduanya dideklarasikan sebagai pasangan Capres dan Cawapres, gambaran yang muncul di benak saya adalah simbiosis antara kebijaksanaan dan energi baru yang terpadu dengan sempurna. Negeri kita, yang kaya bukan hanya dari sumber daya alam tetapi juga dari potensi besar generasinya, membutuhkan sinergi antara kebijaksanaan dari pengalaman dan inovasi generasi muda.

Mash terekam dalam ingatan saya bagaimana dahulu Pak Jokowi memasuki percaturan politik Indonesia. Diremehkan berbagai pihak ketika maju sebagai kontestan, namun menjelma menjadi salah satu tokoh yang sangat diperhitungkan. Memenangkan dua kali pemilihan presiden di Indonesia tidaklah sederhana, apalagi mash memiliki 80% lebih ""approval rate"" di setahun terakhir masa jabatannya. Hal in menjadi bukti betapa rakyat sangat mendukung berbagai program yang dikerjakannya sera melihat beliau sebagai pemimpin yang tak tergantikan di Indonesia.

Maka saya melihat, keraguan yang muncul saat ini di pikiran banyak orang terhadap keputusan Pak Prabowo memilih Mas Gibran adalah hal yang dapat dipahami.

Namun, kita harus selalu mengingat bahwa setiap langkah yang diambil oleh keduanya, saya yakini memiliki niat tulus untuk mewujudkan visi Indonesia Maju. Dalam jejak sejarah kita, persatuan dan kolaborasi telah terbukti sebagai kunci kemajuan bangsa. Hal ini pula yang saya lihat dari pasangan Prabowo-Gibran: simbol harapan untuk Indonesia Maju, sebuah sinergi antara persatuan dan percepatan untuk meneruskan pembangunan berkelanjutan yang sedang kita persiapkan saat ini.

Saya ingin menekankan pentingnya semangat rekonsiliasi yang telah dicontohkan oleh Pak Jokowi dan Pak Prabowo. Kita tentu tidak ingin kembali melihat terbelahnya masyarakat seperti di beberapa Pemilu lalu.

Pelajaran dari pandemi Covid-19 dan tantangan lain seperti kondisi geopolitik global sekali lagi membuktikan bahwa persatuan adalah kebutuhan mutlak kita. Rekonsiliasi antara Presiden Jokowi dan Pak Prabowo telah memberikan banyak dampak positif bagi bangsa, sesuatu yang juga diakui oleh dunia internasional.

Maka adalah hal yang wajar jika simbol persatuan ini perlu untuk dilanjutkan. Saya meyakini, kerja sama yang baik antara Pak Prabowo dan Mas Gibran akan membuat Indonesia semakin dekat dengan masa keemasannya.

Dan tentunya, saya akan selalu tegak lurus dalam mendukung visi yang dibawa Presiden Jokowi. Beliau mungkin bukanlah sosok yang sempurna, namun beliau telah memberikan banyak pelajaran berharga tentang bagaimana seorang pemimpin harus bertindak dan memutuskan sebuah pilihan. Loyalitas saya kepada beliau tidak pernah luntur, bukan hanya karena posisinya sebagai presiden, melainkan karena integritas, dedikasi, dan contoh yang beliau tunjukkan dalam setiap aspek kehidupannya.

Terakhir, saya ingin mengingatkan bahwa di era saat ini, lebih bijaksana untuk kita fokus pada membangun jalinan persahabatan daripada menciptakan permusuhan. Peran Pak Jokowi tak dapat disangkal telah memegang tempat yang penting dalam lanskap politik Indonesia. Dengan demikian, marilah kita senantiasa menjaga kerendahan hati, menjauhkan diri dari sikap angkuh, dan bergerak dengan penuh kesadaran serta empati.

Jadikan momen Pemilihan Umum 2024 ini sebagai momen pendewasaan kita sebagai bangsa. Saya percaya, kita mampu melihat dan meraih potensi besar yang ada di depan kita selama kita menjadi bangsa yang bersatu. Kita sedang menulis sejarah dan takdir kita sendiri, menuju masa depan emas bagi Indonesia.

Singapura, 25 Oktober 2023,

Luhut Binsar Pandjaitan.",cnbcindonesia,politik
"Jakarta, CNBC Indonesia - Isu politik dinasti di Asia Tenggara menjadi sorotan. Beralihnya kekuasaan kepada keluarga atau kerabat telah menjadi praktik 'lumrah' di banyak negara.

Dalam editorial The Guardian, Jumat (3/11/2023), berjudul The Guardian view on south-east Asian dynasties: political leaders are keeping it in the family, media asal Inggris tersebut menyoroti politik dinasti yang terus berkembak sejak zaman kerajaan dan kekaisaran hingga ke negara modern, baik yang memiliki sistem pemerintahan demokrasi maupun kediktatoran.

Sebuah studi pada tahun 2018 menemukan bahwa lebih dari satu dari sepuluh pemimpin di seluruh dunia berasal dari keluarga yang kerabat dekatnya sudah terlibat dalam politik.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Kini kekuasaan dinasti tampaknya semakin menguat di Asia Tenggara,"" tulis The Guardian.

Media tersebut memulai dengan situasi politik di Kamboja. Setelah empat dekade berkuasa, dan setelah pemilu yang diatur secara bertahap, pemimpin otoriter Kamboja Hun Sen tahun ini menyerahkan jabatan perdana menteri kepada putranya, Hun Manet.

Pemimpin lulusan West Point ini dilaporkan memiliki sikap yang lebih diplomatis dibandingkan ayahnya, namun tidak ada tanda-tanda bahwa ia berencana untuk menyimpang dari ayahnya secara politik.

Di Thailand, lanjut The Guardian, kekuatan-kekuatan kontradiktif yang mendorong politik selama bertahun-tahun adalah popularitas mantan perdana menteri Thaksin Shinawatra dan tekad para elit kerajaan dan militer untuk menggagalkannya.

""Namun setelah pihak lawan membuat kesepakatan - berkat adanya ancaman timbal balik dari partai muda progresif - partai Puea Thai yang dipimpinnya kembali berkuasa dan dipimpin oleh putrinya, Paetongtarn (sekutu lainnya menjabat sebagai perdana menteri).""

Kakak perempuannya, Yingluck, sebelumnya menjabat sebagai perdana menteri sebelum digulingkan melalui kudeta dan saudara iparnya sempat memegang jabatan tersebut dalam waktu singkat.

Selain itu, dinasti politik di Filipina juga menjadi sorotan. Ferdinand Marcos Jr. menjadi presiden Filipina tahun lalu menyusul meluasnya disinformasi, menurut The Guardian, yang mengubah nama kediktatoran militer ayahnya menjadi era emas, menghapuskan penyiksaan, pembunuhan di luar proses hukum, dan korupsi.

Adapun, enam dari sembilan presiden terakhir negara itu berasal dari keluarga Macapagal, Marcos, dan Aquino. Yang lainnya, Fidel Ramos, adalah putra seorang politisi terkemuka, begitu pula Rodrigo Duterte, presiden terakhir - yang putrinya, Sara, kini menjadi wakil presiden.

Tak hanya itu, The Guardian juga menyebut perkembangan politik di Indonesia sebagai yang paling mencolok baru-baru ini. Media ini pun mengutip tulisan Presiden Joko Widodo dalam autobiografinya yang menyebut menjadi presiden bukan berarti menyalurkan kekuasaan kepada anak-anaknya.

Namun kini ia telah mencapai batas masa jabatannya dan putranya, Gibran Rakabuming Raka, mencalonkan diri sebagai wakil presiden pada pemilu tahun depan. Pencalonan ini dimungkinkan ketika ketua hakim - yang merupakan saudara ipar presiden - memutuskan bahwa orang-orang yang berusia di bawah 40 tahun dapat menduduki posisi teratas jika mereka pernah memegang jabatan lokal,"" tulis The Guardian.

Media ini juga menyoroti sosok Prabowo Subianto yang sempat menjadi menantu Soeharto. Prabowo disebut akan melanjutkan kebijakan Jokowi.

""Meskipun presiden mengatakan bahwa dia tidak akan terlibat dalam konflik tersebut, asumsi yang tersebar luas adalah bahwa dia sedang mencoba untuk memperkuat pengaruhnya. Kembalinya ke politik dinasti hanya akan melemahkan warisannya,"" tutup The Guardian.",cnbcindonesia,politik
